Date,Open,High,Low,Close,Volume
2011-11-30,696.09,737.42,696.09,737.42,58019100
2011-12-01,734.51,739.96,730.75,730.75,38186800
2011-12-02,738.56,744.96,734.14,735.02,41443100
2011-12-05,743.64,752.71,741.59,747.03,41480600
2011-12-06,746.65,751.81,740.89,746.78,37342300
2011-12-07,746.75,749.0,732.16,746.14,41605400
2011-12-08,740.76,740.76,721.86,722.68,42983700
2011-12-09,725.41,748.44,725.31,745.4,38306100
2011-12-12,737.15,737.15,725.25,733.15,36005700
2011-12-13,736.81,742.19,715.83,718.06,41215700
2011-12-14,713.22,715.09,705.78,708.46,42982900
2011-12-15,716.1,718.0,710.34,716.01,38103400
2011-12-16,718.68,730.73,717.65,722.05,53458000
2011-12-19,725.78,729.03,707.83,708.56,36598200
2011-12-20,718.14,738.22,718.14,738.22,40555900
2011-12-21,736.31,742.12,727.12,740.45,35827800
2011-12-22,742.25,748.21,742.25,745.51,34922500
2011-12-23,747.5,748.52,744.25,747.98,22338300
2011-12-27,745.61,753.19,744.2,751.31,21305900
2011-12-28,750.6,750.6,734.69,735.21,23499800
2011-12-29,737.16,745.91,737.08,744.98,22781300
2011-12-30,743.63,746.47,740.4,740.92,22718500
2012-01-03,750.7,759.37,749.5,752.28,39437100
2012-01-04,748.35,749.61,742.89,747.28,35925800
2012-01-05,743.73,754.39,736.78,752.29,43159500
2012-01-06,752.11,754.75,745.79,749.71,36568300
2012-01-09,753.07,754.44,747.26,753.51,33716000
2012-01-10,758.25,765.28,758.25,764.75,42219600
2012-01-11,762.01,767.87,761.1,767.24,39681200
2012-01-12,768.68,770.62,761.92,770.49,40198900
2012-01-13,763.12,765.99,758.95,764.2,36923700
2012-01-17,769.05,773.26,763.81,765.53,40104900
2012-01-18,765.49,779.26,764.7,779.26,40961600
2012-01-19,780.63,784.57,779.08,782.37,44658900
2012-01-20,780.85,785.88,780.22,784.62,39126200
2012-01-23,784.35,789.41,778.38,783.05,37709100
2012-01-24,779.1,788.8,775.58,788.27,36935600
2012-01-25,787.43,796.54,784.1,795.58,44109100
2012-01-26,798.47,800.22,789.78,792.91,45220700
2012-01-27,789.71,798.85,789.69,798.85,40073800
2012-01-30,797.94,797.94,787.49,792.38,36590100
2012-01-31,794.97,795.01,788.02,792.82,42355500
2012-02-01,796.99,810.19,796.99,809.66,45043600
2012-02-02,810.24,815.88,809.14,812.89,41209200
2012-02-03,820.84,833.02,820.84,831.11,46085500
2012-02-06,827.48,830.07,825.62,828.37,33797000
2012-02-07,827.06,830.66,822.9,827.37,37424600
2012-02-08,827.25,832.64,821.58,828.39,40967300
2012-02-09,829.97,830.79,821.1,824.99,42098900
2012-02-10,823.4,823.4,812.85,813.33,38775800
2012-02-13,820.0,824.89,818.1,824.81,36180400
2012-02-14,824.76,824.76,815.42,820.65,38895200
2012-02-15,823.23,824.14,811.86,813.98,40803400
2012-02-16,813.63,829.96,813.63,829.96,41088800
2012-02-17,832.1,832.23,827.75,828.68,37176400
2012-02-21,830.1,831.01,820.37,823.2,37952000
2012-02-22,820.58,823.62,816.5,816.5,36337100
2012-02-23,817.77,829.45,814.27,829.23,37864500
2012-02-24,829.2,830.87,826.56,826.92,35053600
2012-02-27,822.0,829.55,814.92,826.66,36488900
2012-02-28,826.93,830.66,820.03,823.8,35791200
2012-02-29,824.88,829.23,810.93,810.94,44823700
2012-03-01,813.97,823.79,813.97,815.22,39192400
2012-03-02,815.3,816.8,800.13,802.42,32834900
2012-03-05,801.95,804.26,795.99,803.65,34294800
2012-03-06,796.46,796.46,785.41,787.09,41910600
2012-03-07,790.03,796.18,789.26,795.95,35803800
2012-03-08,800.64,806.8,794.82,806.34,35430600
2012-03-09,806.79,821.19,806.43,817.0,36394700
2012-03-12,817.31,819.13,811.84,814.29,30818700
2012-03-13,819.34,831.23,818.22,831.23,43864700
2012-03-14,830.07,831.61,821.18,823.4,45022800
2012-03-15,824.48,831.46,821.53,831.46,42716500
2012-03-16,832.22,832.78,827.68,830.18,51639500
2012-03-19,829.45,843.25,828.5,837.77,39325700
2012-03-20,832.31,832.31,826.7,829.24,36952800
2012-03-21,831.0,833.84,827.46,829.92,35735900
2012-03-22,823.43,823.46,816.7,821.44,37405900
2012-03-23,821.44,830.03,815.99,830.03,34729500
2012-03-26,836.45,846.31,836.45,846.13,35769500
2012-03-27,846.51,847.92,839.98,839.98,35136400
2012-03-28,839.82,841.22,828.48,834.45,38928000
2012-03-29,828.86,833.77,822.72,832.22,38320000
2012-03-30,836.47,838.37,828.0,830.3,36768900
2012-04-02,828.89,840.63,826.57,840.63,35720100
2012-04-03,839.57,841.06,831.65,834.8,38220900
2012-04-04,827.67,827.67,817.08,820.38,39382900
2012-04-05,817.24,821.35,816.43,818.18,33037400
2012-04-09,808.72,808.72,800.75,803.46,34689800
2012-04-10,802.71,803.61,783.56,784.15,46317300
2012-04-11,791.03,796.73,791.01,796.59,37430400
2012-04-12,796.71,810.29,796.71,808.59,36182800
2012-04-13,806.84,806.84,796.23,796.29,36311600
2012-04-16,796.29,802.7,791.03,798.08,35747800
2012-04-17,803.51,816.32,803.51,810.63,34562000
2012-04-18,809.41,809.41,800.55,803.32,34631400
2012-04-19,804.31,809.74,794.81,798.9,41800200
2012-04-20,798.89,810.22,798.89,804.05,38333200
2012-04-23,795.56,795.56,785.37,791.85,36548600
2012-04-24,792.5,799.54,790.88,798.05,36171000
2012-04-25,805.42,813.84,805.42,812.12,39984300
2012-04-26,810.61,819.56,810.17,818.33,40347000
2012-04-27,819.09,826.05,812.85,825.47,36458300
2012-04-30,825.47,825.47,816.48,816.88,35740100
2012-05-01,817.7,830.1,815.55,815.89,38079500
2012-05-02,811.48,818.82,807.98,818.6,38038600
2012-05-03,817.95,818.23,803.65,806.59,40049100
2012-05-04,802.09,802.09,791.26,791.84,39751400
2012-05-07,788.73,796.13,788.07,793.81,35593900
2012-05-08,788.67,793.72,781.28,793.06,42616700
2012-05-09,792.71,792.8,781.44,788.92,42885400
2012-05-10,790.22,795.77,788.14,791.75,37279900
2012-05-11,786.29,795.89,785.97,790.06,38690700
2012-05-14,782.77,784.94,777.78,778.95,36881200
2012-05-15,778.51,784.88,775.97,777.36,41140400
2012-05-16,778.69,783.89,771.97,772.11,42804200
2012-05-17,772.65,773.37,754.33,754.33,46642800
2012-05-18,753.8,758.78,745.71,747.21,45124700
2012-05-21,749.19,764.64,745.77,764.64,37867500
2012-05-22,765.09,770.16,755.6,759.63,41236800
2012-05-23,755.06,766.18,748.16,765.17,41083300
2012-05-24,766.47,766.92,756.82,766.57,39376700
2012-05-25,766.64,768.48,764.0,766.41,28726600
2012-05-29,771.8,778.77,768.99,777.16,34416400
2012-05-30,770.74,770.74,761.67,762.0,35342900
2012-05-31,762.6,765.48,751.58,761.82,45576200
2012-06-01,752.11,752.11,737.42,737.42,46693500
2012-06-04,739.69,742.73,729.75,737.24,40119600
2012-06-05,734.09,746.21,733.84,746.09,34032300
2012-06-06,746.78,765.17,746.78,765.17,42683600
2012-06-07,772.06,775.65,760.04,760.34,42581400
2012-06-08,758.44,770.07,754.72,769.19,34971900
2012-06-11,775.8,776.63,750.97,751.01,35375300
2012-06-12,754.43,761.69,748.53,761.53,34429200
2012-06-13,759.51,763.99,749.81,752.38,35065100
2012-06-14,753.21,762.88,751.86,762.34,36877200
2012-06-15,761.89,772.07,761.24,771.32,44015700
2012-06-18,766.92,774.81,764.7,772.53,32594300
2012-06-19,775.55,789.51,775.55,786.43,38153500
2012-06-20,786.03,789.22,780.53,784.05,36957000
2012-06-21,784.66,784.7,764.31,764.83,40944700
2012-06-22,768.97,775.93,766.21,775.16,52714900
2012-06-25,775.15,775.15,759.83,761.9,35018200
2012-06-26,763.27,767.82,758.1,765.02,34129400
2012-06-27,766.23,776.7,766.23,776.24,32869100
2012-06-28,770.94,775.9,764.38,775.89,39693700
2012-06-29,775.89,799.0,775.89,798.49,45904800
2012-07-02,799.82,807.94,796.14,807.94,33016500
2012-07-03,808.03,818.49,807.7,818.49,21163900
2012-07-05,816.43,820.44,813.27,817.43,30415200
2012-07-06,809.82,809.82,804.69,807.14,27451400
2012-07-09,805.67,806.84,801.55,804.8,29048600
2012-07-10,808.62,810.79,792.71,795.17,34706000
2012-07-11,795.56,797.68,788.36,792.26,34262900
2012-07-12,792.23,792.48,778.54,789.62,36544400
2012-07-13,791.99,802.34,791.99,800.99,32129300
2012-07-16,799.03,800.08,794.05,796.66,28627200
2012-07-17,797.25,802.4,790.27,799.45,35666800
2012-07-18,798.31,808.53,797.96,805.06,36426300
2012-07-19,807.65,808.53,801.32,802.17,40433600
2012-07-20,796.64,796.64,791.31,791.54,39250200
2012-07-23,781.9,782.23,774.73,778.9,37171800
2012-07-24,780.76,781.1,765.05,767.75,38912900
2012-07-25,771.75,774.59,767.58,769.31,37191700
2012-07-26,776.68,781.27,772.44,777.11,44293000
2012-07-27,779.03,797.77,777.42,796.0,43990100
2012-07-30,796.37,798.69,790.24,791.58,32120600
2012-07-31,790.25,794.97,786.43,786.94,38215700
2012-08-01,790.03,790.57,771.13,771.13,44409200
2012-08-02,767.69,773.45,765.2,768.6,41937400
2012-08-03,775.66,791.09,775.66,788.48,37511700
2012-08-06,789.27,797.34,789.27,794.35,31220500
2012-08-07,797.04,806.41,797.04,801.34,36824900
2012-08-08,801.3,802.87,797.88,800.16,32217900
2012-08-09,800.09,804.84,799.47,802.9,31196100
2012-08-10,800.73,801.82,798.09,801.55,27679800
2012-08-13,801.48,801.48,791.71,799.49,24999900
2012-08-14,802.59,804.16,794.81,796.88,29309000
2012-08-15,795.28,804.26,795.22,804.26,26557500
2012-08-16,803.86,813.57,800.79,813.08,31141000
2012-08-17,811.75,819.89,811.47,819.89,29229900
2012-08-20,817.98,817.98,812.29,816.51,27663200
2012-08-21,818.67,827.13,813.69,815.36,32829500
2012-08-22,814.71,814.92,809.6,812.56,30626900
2012-08-23,811.72,811.84,804.23,806.0,30082400
2012-08-24,804.76,810.83,803.24,809.19,25987900
2012-08-27,811.91,813.91,808.02,810.4,24725000
2012-08-28,809.73,814.91,809.49,814.28,26290900
2012-08-29,814.85,819.59,812.98,817.84,25712200
2012-08-30,817.77,817.77,808.22,808.64,25302800
2012-08-31,814.1,814.79,805.75,812.09,29382500
2012-09-04,813.17,823.77,807.36,822.14,32003100
2012-09-05,821.84,824.88,819.66,821.23,33891100
2012-09-06,825.16,839.23,825.16,837.95,39528700
2012-09-07,840.43,843.78,839.72,842.27,37176200
2012-09-10,841.39,844.3,838.98,839.37,32236700
2012-09-11,839.49,845.15,839.32,841.92,35096300
2012-09-12,842.92,845.17,840.03,845.12,36412000
2012-09-13,844.9,860.64,842.51,856.12,46065500
2012-09-14,858.89,868.5,858.87,864.7,50419900
2012-09-17,861.61,861.61,855.89,858.9,34824300
2012-09-18,857.27,858.09,854.13,856.93,33773900
2012-09-19,857.85,859.25,855.07,856.08,34513600
2012-09-20,851.35,852.96,847.09,851.51,33825200
2012-09-21,857.24,860.16,855.14,855.51,48338700
2012-09-24,851.59,856.65,849.32,851.76,30089200
2012-09-25,854.49,856.98,838.96,839.12,37399000
2012-09-26,839.57,839.66,831.82,833.93,35653800
2012-09-27,835.7,844.89,833.95,843.54,31503300
2012-09-28,839.49,841.87,835.95,837.45,35092300
2012-10-01,840.83,847.0,836.74,840.31,35050800
2012-10-02,842.94,843.41,837.49,840.51,33217900
2012-10-03,841.61,843.92,835.79,838.78,35316400
2012-10-04,840.74,844.65,835.59,844.65,36158600
2012-10-05,846.98,853.57,841.58,842.86,31729400
2012-10-08,839.55,840.36,837.62,838.41,23287200
2012-10-09,836.79,836.79,827.72,827.92,32163200
2012-10-10,828.44,829.63,824.38,826.75,32250600
2012-10-11,831.85,835.72,828.78,829.78,36725400
2012-10-12,829.5,830.95,821.99,823.09,31347500
2012-10-15,824.75,828.43,820.42,828.28,34838100
2012-10-16,831.64,835.46,831.47,835.44,35687700
2012-10-17,836.59,842.87,836.15,842.52,36553200
2012-10-18,841.03,842.37,837.12,837.12,38800300
2012-10-19,832.44,832.44,817.78,821.0,38751700
2012-10-22,820.33,821.88,816.7,820.52,32162200
2012-10-23,814.77,816.98,807.24,816.2,35876700
2012-10-24,819.08,820.23,811.92,813.65,33859700
2012-10-25,818.69,821.46,811.59,816.82,35126400
2012-10-26,816.62,819.42,807.91,813.25,32849100
2012-10-31,813.61,818.73,811.86,818.73,35771100
2012-11-01,818.78,828.48,818.43,827.85,39298900
2012-11-02,829.88,830.55,814.34,814.37,37324800
2012-11-05,814.3,820.46,812.13,819.54,29210400
2012-11-06,821.6,826.89,821.52,825.64,33069700
2012-11-07,818.91,818.91,802.23,804.52,43564900
2012-11-08,804.33,806.68,793.65,793.65,37795200
2012-11-09,793.62,800.72,789.25,795.02,36473500
2012-11-12,796.98,797.73,792.9,793.76,25675400
2012-11-13,792.21,795.97,788.77,789.01,34555500
2012-11-14,791.35,792.1,772.43,773.2,41095100
2012-11-15,772.47,775.08,765.03,769.48,39288700
2012-11-16,768.12,777.08,763.55,776.28,40459100
2012-11-19,782.37,793.07,782.37,793.06,33748000
2012-11-20,791.1,794.15,788.96,793.81,32071600
2012-11-21,795.09,798.38,793.42,798.38,26670900
2012-11-23,801.35,807.19,800.93,807.18,15049600
2012-11-26,805.31,809.04,802.5,809.02,29489600
2012-11-27,808.09,812.59,807.28,807.74,33231200
2012-11-28,804.87,813.56,798.51,813.5,33592500
2012-11-29,818.36,823.33,817.95,823.2,33568500
2012-11-30,824.58,824.58,818.9,821.92,39660000
2012-12-03,825.87,826.58,818.93,820.8,30742800
2012-12-04,820.36,823.03,816.08,822.12,32477100
2012-12-05,823.61,824.52,816.21,820.6,42539200
2012-12-06,819.56,822.9,817.74,821.79,32297000
2012-12-07,824.85,825.32,819.83,822.27,31251600
2012-12-10,822.81,826.28,822.74,826.26,29994300
2012-12-11,830.38,835.32,830.06,834.99,36502300
2012-12-12,837.17,837.29,828.58,829.39,37090500
2012-12-13,829.1,831.28,822.17,824.2,33499600
2012-12-14,822.42,827.24,821.82,823.75,32101700
2012-12-17,825.14,835.13,825.14,835.0,34556100
2012-12-18,835.78,847.69,835.5,847.69,43022400
2012-12-19,848.01,851.83,845.06,847.89,38698000
2012-12-20,847.9,852.5,845.73,852.49,36865800
2012-12-21,848.54,848.54,842.31,847.92,52291600
2012-12-24,846.35,846.35,843.43,844.74,12489600
2012-12-26,845.37,845.98,838.31,838.89,22850300
2012-12-27,838.85,839.74,827.72,837.4,28301800
2012-12-28,833.27,838.36,832.08,832.1,24266800
2012-12-31,831.89,849.89,831.18,849.35,32043300
2013-01-02,849.35,873.99,849.35,873.42,42026000
2013-01-03,873.83,878.43,870.76,872.6,38297300
2013-01-04,873.19,880.47,873.19,879.15,34242900
2013-01-07,876.34,876.71,873.74,875.8,33049700
2013-01-08,875.91,876.32,871.01,874.7,36016000
2013-01-09,877.45,879.54,877.01,879.51,36743900
2013-01-10,883.04,883.19,876.58,881.24,40818400
2013-01-11,882.61,882.62,877.44,880.77,33406500
2013-01-14,879.71,880.98,877.56,880.1,30030100
2013-01-15,876.22,884.84,875.42,884.6,31353500
2013-01-16,882.84,883.7,881.02,882.31,33840800
2013-01-17,885.28,891.0,885.28,890.36,37067100
2013-01-18,889.74,892.8,888.26,892.8,37957400
2013-01-22,892.73,899.24,891.08,899.24,35709500
2013-01-23,899.44,899.53,896.22,896.7,35520100
2013-01-24,896.56,904.27,896.34,900.19,36994300
2013-01-25,902.37,905.24,900.1,905.24,34762900
2013-01-28,905.95,907.91,900.88,906.71,33885400
2013-01-29,905.73,907.31,902.62,907.31,39496400
2013-01-30,906.29,906.7,894.34,896.91,37268100
2013-01-31,897.02,902.9,895.75,902.09,39998800
2013-02-01,905.59,912.76,905.39,911.2,38363200
2013-02-04,911.18,911.18,898.36,899.28,33900000
2013-02-05,902.41,909.61,902.38,908.22,36183600
2013-02-06,904.67,911.45,903.76,911.29,36115700
2013-02-07,910.91,911.49,902.82,908.1,36145800
2013-02-08,909.17,914.15,909.17,913.67,29861500
2013-02-11,913.55,913.56,910.22,913.03,26841000
2013-02-12,913.77,918.17,913.73,917.52,34143700
2013-02-13,918.13,921.29,916.79,920.58,33858800
2013-02-14,920.55,924.68,918.71,923.76,37597400
2013-02-15,927.33,927.34,921.74,923.15,38385100
2013-02-19,924.14,932.0,924.14,932.0,37489100
2013-02-20,931.47,931.65,913.5,913.5,42405700
2013-02-21,912.7,912.7,900.48,905.4,42746000
2013-02-22,910.35,916.15,910.35,916.15,34193200
2013-02-25,916.12,919.36,895.84,895.84,40110500
2013-02-26,898.75,902.13,894.24,900.05,39752800
2013-02-27,900.01,913.51,899.2,909.92,35518500
2013-02-28,909.62,915.89,909.2,911.11,39123200
2013-03-01,905.37,915.72,899.31,914.73,36956100
2013-03-04,914.05,916.69,908.64,916.68,34144300
2013-03-05,920.08,928.13,920.08,927.4,36106900
2013-03-06,929.34,930.81,927.45,929.96,36768900
2013-03-07,930.15,934.57,929.37,934.57,36347100
2013-03-08,939.74,942.56,935.48,942.5,36522600
2013-03-11,940.43,942.62,939.12,942.51,30910800
2013-03-12,941.28,942.75,938.22,940.26,32749100
2013-03-13,940.07,944.61,938.57,943.9,30738300
2013-03-14,945.43,953.07,945.43,953.07,34592600
2013-03-15,953.5,954.0,949.48,952.48,51758500
2013-03-18,952.46,952.46,941.44,947.2,31645600
2013-03-19,948.51,950.79,936.73,942.85,37962100
2013-03-20,946.64,951.95,946.64,951.95,33490900
2013-03-21,946.92,950.07,941.47,943.92,32432700
2013-03-22,943.97,947.54,943.97,946.27,29483800
2013-03-25,948.63,953.53,941.18,945.85,31781700
2013-03-26,948.79,950.77,945.3,949.82,28692600
2013-03-27,944.77,950.42,940.29,950.24,29142100
2013-03-28,952.13,953.26,949.42,951.54,33044400
2013-04-01,951.41,951.6,934.84,938.79,27531100
2013-04-02,942.68,944.95,932.51,934.3,33121600
2013-04-03,935.39,935.84,916.84,918.71,40606100
2013-04-04,919.53,925.74,917.24,925.66,33506700
2013-04-05,915.92,923.56,909.9,923.28,35154100
2013-04-08,925.93,931.54,921.07,931.49,28871200
2013-04-09,932.63,934.27,928.28,929.34,32527800
2013-04-10,931.31,946.99,931.31,946.09,34533500
2013-04-11,945.17,951.39,944.81,947.05,33939500
2013-04-12,943.54,945.18,937.01,942.85,32062900
2013-04-15,938.67,938.67,904.91,907.18,46601300
2013-04-16,913.05,924.02,912.63,923.3,36547000
2013-04-17,917.92,917.92,899.79,906.8,42503100
2013-04-18,908.99,909.82,898.4,901.51,38908000
2013-04-19,901.82,912.88,899.46,912.5,35698700
2013-04-22,914.27,916.32,899.92,914.8,29798800
2013-04-23,919.83,929.36,919.83,929.36,35651500
2013-04-24,929.02,934.23,927.15,934.11,35982400
2013-04-25,936.66,944.67,936.66,940.28,39085800
2013-04-26,939.38,939.65,932.2,935.25,31986200
2013-04-29,938.22,943.52,937.71,942.43,28912000
2013-04-30,942.21,947.46,939.3,947.46,37450700
2013-05-01,945.53,945.53,924.21,924.21,35303200
2013-05-02,927.95,940.72,927.95,939.85,33669500
2013-05-03,946.94,959.55,946.94,954.42,36039100
2013-05-06,954.93,960.22,954.87,959.8,30622400
2013-05-07,961.18,967.82,958.85,967.82,33095800
2013-05-08,965.9,970.41,963.79,970.41,35547000
2013-05-09,969.76,970.46,964.84,966.26,34574000
2013-05-10,967.7,975.16,967.7,975.16,30864700
2013-05-13,974.21,976.22,971.24,973.79,29106000
2013-05-14,974.04,985.96,974.04,985.96,34577900
2013-05-15,983.53,991.55,983.07,988.54,36574400
2013-05-16,986.98,990.44,983.08,985.34,35131300
2013-05-17,986.93,996.47,986.93,996.28,34407100
2013-05-20,994.3,1001.5,994.3,997.98,32750800
2013-05-21,997.82,1000.59,995.2,998.78,35135600
2013-05-22,999.07,1008.23,977.41,982.26,43610200
2013-05-23,975.3,984.29,970.63,984.28,39455100
2013-05-24,980.4,984.34,973.88,984.28,27580800
2013-05-28,984.25,1005.42,984.25,997.35,34574000
2013-05-29,997.27,997.27,980.52,986.96,35871400
2013-05-30,988.65,995.72,988.65,994.43,34986200
2013-05-31,989.71,994.53,983.79,984.15,40996000
2013-06-03,986.25,991.82,976.05,990.53,39520700
2013-06-04,990.58,994.56,975.43,981.97,36538400
2013-06-05,980.15,981.42,967.67,968.16,36323500
2013-06-06,968.21,979.46,963.88,979.46,35473800
2013-06-07,984.09,989.05,979.89,987.62,33719900
2013-06-10,989.63,992.69,984.71,992.67,29787300
2013-06-11,985.21,988.85,976.37,981.45,34357100
2013-06-12,986.05,987.96,971.41,972.31,32025500
2013-06-13,971.75,990.87,969.79,989.69,33786200
2013-06-14,989.2,990.35,979.82,981.38,29394000
2013-06-17,987.4,991.62,982.86,987.84,31370800
2013-06-18,988.92,1001.49,988.92,999.99,31209800
2013-06-19,999.56,999.77,986.47,986.5,35450600
2013-06-20,977.81,977.81,957.51,960.52,48588500
2013-06-21,962.75,965.23,951.45,963.68,57972800
2013-06-24,956.93,958.38,942.79,951.05,47336600
2013-06-25,956.95,962.1,954.04,961.26,37611700
2013-06-26,961.36,968.68,961.36,963.83,35583400
2013-06-27,968.95,980.59,968.95,979.92,33645400
2013-06-28,977.74,982.44,974.72,977.48,49771900
2013-07-01,981.3,993.6,981.3,989.84,31046900
2013-07-02,989.22,995.55,982.97,989.47,33171300
2013-07-03,985.94,993.14,984.71,991.13,19660500
2013-07-05,1000.58,1005.39,991.68,1005.39,26341400
2013-07-08,1007.7,1011.1,1007.17,1009.25,35145900
2013-07-09,1012.58,1018.93,1010.83,1018.05,31553600
2013-07-10,1017.69,1020.99,1015.49,1020.42,30110100
2013-07-11,1028.37,1033.34,1027.84,1033.18,34463400
2013-07-12,1032.64,1038.27,1032.48,1036.52,30390700
2013-07-15,1038.2,1043.92,1036.9,1043.3,26232000
2013-07-16,1043.59,1043.59,1036.38,1038.75,30817100
2013-07-17,1041.82,1046.13,1040.56,1042.53,31534400
2013-07-18,1044.48,1052.46,1044.48,1050.27,34523700
2013-07-19,1048.04,1050.5,1046.08,1050.48,33025800
2013-07-22,1049.53,1054.68,1049.24,1053.41,27791300
2013-07-23,1055.79,1056.86,1050.87,1052.2,30961800
2013-07-24,1052.18,1055.85,1042.38,1043.83,33361200
2013-07-25,1041.84,1054.19,1040.79,1054.18,33225000
2013-07-26,1047.38,1048.51,1042.24,1048.51,27627700
2013-07-29,1047.13,1048.78,1038.93,1040.66,28405200
2013-07-30,1041.88,1045.83,1039.92,1043.51,33205300
2013-07-31,1043.5,1053.51,1043.5,1045.26,38473900
2013-08-01,1051.23,1060.96,1051.23,1059.88,37751700
2013-08-02,1058.27,1060.07,1053.7,1059.86,31366300
2013-08-05,1059.09,1063.52,1057.72,1063.01,25293000
2013-08-06,1061.07,1061.07,1050.08,1052.14,31412100
2013-08-07,1052.1,1052.1,1042.65,1044.34,30102300
2013-08-08,1049.39,1051.82,1044.38,1049.47,32716600
2013-08-09,1047.98,1051.51,1043.82,1048.4,29576700
2013-08-12,1043.59,1053.67,1042.79,1053.67,27891600
2013-08-13,1054.63,1054.76,1046.42,1051.99,30355600
2013-08-14,1051.6,1052.7,1047.72,1047.8,28714300
2013-08-15,1039.1,1039.1,1026.72,1027.61,34266900
2013-08-16,1024.14,1030.83,1023.46,1024.3,32114500
2013-08-19,1024.0,1024.61,1013.23,1013.25,29045300
2013-08-20,1014.55,1029.5,1014.55,1028.57,29940900
2013-08-21,1025.48,1030.57,1018.85,1021.58,29321800
2013-08-22,1024.03,1036.28,1024.03,1036.2,25374600
2013-08-23,1036.91,1038.85,1032.65,1038.24,25826700
2013-08-26,1038.23,1044.66,1036.02,1038.47,24306700
2013-08-27,1036.3,1036.3,1013.11,1013.49,32191900
2013-08-28,1013.4,1020.25,1012.95,1016.5,27840100
2013-08-29,1016.43,1029.05,1015.59,1026.94,25275500
2013-08-30,1025.9,1025.9,1009.46,1010.9,27343000
2013-09-03,1019.48,1026.84,1009.0,1016.26,37316100
2013-09-04,1016.87,1025.61,1015.69,1025.58,33121500
2013-09-05,1026.56,1031.15,1026.11,1028.69,29571100
2013-09-06,1028.66,1034.77,1015.72,1029.55,31238800
2013-09-09,1032.31,1046.08,1032.31,1046.08,31027800
2013-09-10,1049.76,1055.76,1049.18,1055.72,36918000
2013-09-11,1054.46,1057.56,1051.47,1055.34,31354600
2013-09-12,1055.17,1055.31,1048.48,1048.48,31062900
2013-09-13,1048.47,1053.98,1047.66,1053.98,27365000
2013-09-16,1053.96,1065.25,1053.96,1056.25,30798000
2013-09-17,1055.83,1066.39,1055.8,1066.39,27742400
2013-09-18,1066.34,1080.49,1058.82,1076.97,39897600
2013-09-19,1078.88,1079.76,1072.61,1075.27,37401300
2013-09-20,1076.48,1078.2,1071.86,1072.83,50740300
2013-09-23,1072.3,1073.59,1063.9,1072.13,31269500
2013-09-24,1072.54,1081.91,1066.94,1074.68,32689300
2013-09-25,1075.89,1082.0,1072.58,1073.51,31487300
2013-09-26,1075.1,1081.32,1073.12,1078.41,28139300
2013-09-27,1078.37,1078.37,1070.85,1074.19,29517000
2013-09-30,1065.67,1075.49,1061.79,1073.79,33086300
2013-10-01,1073.69,1087.78,1073.47,1087.43,32386900
2013-10-02,1087.39,1087.39,1077.9,1082.55,31486000
2013-10-03,1081.19,1081.79,1064.87,1070.9,32796500
2013-10-04,1069.64,1080.74,1069.64,1078.25,28802700
2013-10-07,1071.24,1073.42,1065.78,1065.79,26784900
2013-10-08,1066.16,1067.21,1047.26,1047.26,35692300
2013-10-09,1050.02,1050.08,1037.86,1043.46,35778400
2013-10-10,1052.5,1069.77,1052.5,1069.5,33456600
2013-10-11,1066.09,1084.32,1065.81,1084.31,29446700
2013-10-14,1078.73,1090.3,1076.49,1090.3,25805800
2013-10-15,1088.05,1088.53,1077.69,1079.62,33277400
2013-10-16,1085.01,1092.91,1085.01,1092.42,34831800
2013-10-17,1088.99,1102.28,1088.61,1102.27,34535900
2013-10-18,1109.3,1115.04,1105.91,1114.77,36648900
2013-10-21,1115.66,1117.32,1110.84,1112.48,30527100
2013-10-22,1115.42,1121.53,1111.93,1115.63,38508400
2013-10-23,1111.49,1112.09,1105.35,1110.93,37133800
2013-10-24,1112.69,1120.0,1111.68,1118.85,36717000
2013-10-25,1121.1,1121.92,1114.25,1118.34,31757200
2013-10-28,1118.33,1119.56,1113.02,1117.97,32823000
2013-10-29,1118.86,1122.64,1114.78,1121.07,33584600
2013-10-30,1122.81,1123.26,1104.15,1105.5,35230400
2013-10-31,1106.09,1108.6,1097.84,1100.15,38265300
2013-11-01,1099.09,1101.3,1087.09,1095.67,36862900
2013-11-04,1098.62,1108.86,1098.35,1108.28,31948700
2013-11-05,1105.23,1106.09,1097.44,1103.59,35166800
2013-11-06,1108.75,1109.83,1097.2,1098.63,33221000
2013-11-07,1102.34,1103.77,1079.08,1079.09,40247300
2013-11-08,1079.95,1101.19,1079.95,1099.97,38371700
2013-11-11,1099.76,1102.86,1096.33,1101.5,25340600
2013-11-12,1099.26,1101.52,1095.36,1101.47,32210300
2013-11-13,1096.54,1112.22,1095.69,1112.18,33274800
2013-11-14,1111.41,1112.22,1105.57,1111.44,31390600
2013-11-15,1111.39,1116.31,1109.72,1116.2,32548200
2013-11-18,1118.4,1119.98,1105.22,1107.29,31685200
2013-11-19,1107.3,1112.39,1097.53,1101.38,32244500
2013-11-20,1104.04,1107.7,1096.46,1099.79,31091400
2013-11-21,1103.38,1119.67,1103.38,1119.62,32566300
2013-11-22,1120.91,1125.64,1117.56,1124.92,30551400
2013-11-25,1126.85,1128.52,1123.1,1124.72,29985400
2013-11-26,1125.45,1136.24,1124.98,1134.53,34271200
2013-11-27,1135.63,1141.5,1134.13,1141.33,26135900
