Date,Open,High,Low,Close,Volume
2016-09-26,16707.45,16707.45,16514.93,16544.56,102900
2016-09-27,16390.91,16683.93,16285.41,16683.93,157100
2016-09-28,16504.99,16515.84,16385.03,16465.4,112200
2016-09-29,16606.3,16756.43,16584.14,16693.71,122700
2016-09-30,16474.45,16497.55,16407.78,16449.84,124400
2016-10-03,16566.03,16652.16,16554.83,16598.67,99200
2016-10-04,16661.51,16747.2,16637.82,16735.65,100300
2016-10-05,16787.89,16844.35,16728.19,16819.24,115100
2016-10-06,16913.6,16971.28,16888.77,16899.1,110600
2016-10-07,16883.12,16895.13,16820.21,16860.09,100300
2016-10-11,16936.31,17074.46,16931.12,17024.76,111600
2016-10-12,16850.73,16951.54,16839.41,16840.0,116300
2016-10-13,16923.82,16974.25,16739.73,16774.24,111100
2016-10-14,16751.04,16866.56,16727.78,16856.37,109400
2016-10-17,16871.84,16954.44,16821.49,16900.12,95100
2016-10-18,16862.31,16966.9,16844.17,16963.61,98600
2016-10-19,16952.91,17016.66,16938.46,16998.91,101700
2016-10-20,16999.36,17235.5,16992.14,17235.5,112400
2016-10-21,17283.75,17288.89,17151.98,17184.59,114200
2016-10-24,17216.56,17244.74,17162.21,17234.42,87700
2016-10-25,17298.63,17381.8,17298.63,17365.25,108400
2016-10-26,17329.03,17391.84,17295.46,17391.84,98100
2016-10-27,17346.39,17414.21,17278.12,17336.42,107600
2016-10-28,17448.25,17461.03,17406.72,17446.41,167900
2016-10-31,17360.89,17433.13,17327.62,17425.02,157200
2016-11-01,17380.54,17473.12,17339.64,17442.4,123000
2016-11-02,17238.0,17283.6,17080.59,17134.68,135200
2016-11-04,16964.5,16996.09,16801.98,16905.36,134800
2016-11-07,17126.03,17186.89,17056.84,17177.21,113000
2016-11-08,17242.7,17247.04,17130.83,17171.38,100000
2016-11-09,17281.95,17427.71,16111.81,16251.54,274900
2016-11-10,16562.86,17393.82,16560.66,17344.42,229400
2016-11-11,17526.61,17621.73,17333.49,17374.79,241800
2016-11-14,17467.49,17697.33,17455.78,17672.62,165300
2016-11-15,17690.22,17727.58,17605.77,17668.15,173200
2016-11-16,17832.51,17886.44,17807.47,17862.21,200300
2016-11-17,17766.61,17884.06,17764.08,17862.63,161100
2016-11-18,18024.21,18043.72,17967.41,17967.41,166800
2016-11-21,18038.09,18129.03,18007.79,18106.02,135700
2016-11-22,18091.05,18175.63,18050.55,18162.94,121900
2016-11-24,18329.78,18382.72,18310.31,18333.41,149400
2016-11-25,18387.59,18482.94,18288.5,18381.22,164900
2016-11-28,18302.58,18374.93,18222.82,18356.89,145000
2016-11-29,18263.63,18327.51,18258.82,18307.04,125600
2016-11-30,18356.03,18370.31,18280.66,18308.48,164700
2016-12-01,18535.24,18746.28,18469.27,18513.12,188000
2016-12-02,18435.55,18469.68,18315.38,18426.08,197200
2016-12-05,18349.92,18365.74,18227.39,18274.99,134500
2016-12-06,18457.2,18484.8,18318.99,18360.54,158800
2016-12-07,18434.54,18502.47,18410.88,18496.69,151700
2016-12-08,18674.19,18765.47,18614.01,18765.47,187400
2016-12-09,18839.98,19042.48,18821.41,18996.37,212300
2016-12-12,19183.82,19280.93,19054.0,19155.03,200600
2016-12-13,19120.76,19253.51,19060.72,19250.52,147600
2016-12-14,19270.01,19284.28,19184.75,19253.61,133200
2016-12-15,19327.7,19436.9,19192.6,19273.79,154600
2016-12-16,19438.39,19439.97,19360.36,19401.15,148700
2016-12-19,19345.84,19399.26,19307.14,19391.6,106000
2016-12-20,19367.84,19511.2,19356.81,19494.53,119600
2016-12-21,19547.28,19592.9,19375.19,19444.49,130300
2016-12-22,19396.85,19427.67,19327.51,19427.67,113500
2016-12-26,19394.41,19432.48,19385.94,19396.64,85500
2016-12-27,19353.43,19478.58,19352.06,19403.06,110200
2016-12-28,19392.11,19442.13,19364.73,19401.72,77700
2016-12-29,19301.04,19301.04,19092.22,19145.14,163500
2016-12-30,18997.68,19176.81,18991.59,19114.37,117800
2017-01-04,19298.68,19594.16,19277.93,19594.16,163500
2017-01-05,19602.1,19615.4,19473.28,19520.69,134500
2017-01-06,19393.55,19472.37,19354.44,19454.33,119100
2017-01-10,19414.83,19484.9,19255.35,19301.44,119100
2017-01-11,19358.64,19402.17,19325.46,19364.67,119100
2017-01-12,19300.19,19300.19,19069.02,19134.7,119100
2017-01-13,19174.97,19299.36,19156.93,19287.28,119100
2017-01-16,19219.13,19255.41,19061.27,19095.24,119100
2017-01-17,19038.45,19043.91,18812.86,18813.53,119100
2017-01-18,18753.96,18941.24,18650.33,18894.37,119100
2017-01-19,19082.83,19122.39,18982.13,19072.25,170600
2017-01-20,19059.15,19176.86,19040.2,19137.91,125800
2017-01-23,18938.45,19024.21,18879.68,18891.03,124800
2017-01-24,18817.42,18915.7,18783.16,18787.99,131500
2017-01-25,19091.23,19133.18,18987.45,19057.5,125400
2017-01-26,19260.67,19405.23,19232.46,19402.39,145200
2017-01-27,19453.51,19486.68,19404.13,19467.4,134600
2017-01-30,19371.28,19390.97,19295.8,19368.85,97800
2017-01-31,19145.35,19199.75,19041.34,19041.34,133900
2017-02-01,18926.97,19155.79,18916.18,19148.08,131500
2017-02-02,19152.79,19170.63,18866.8,18914.58,136500
2017-02-03,18996.74,19061.26,18830.89,18918.2,140900
2017-02-06,19069.72,19075.57,18899.4,18976.71,120500
2017-02-07,18844.12,18970.58,18805.32,18910.78,106100
2017-02-08,18951.16,19009.24,18875.57,19007.6,102900
2017-02-09,18942.04,18991.23,18874.91,18907.67,130500
2017-02-10,19216.74,19395.99,19193.57,19378.93,149400
2017-02-13,19513.78,19519.44,19418.18,19459.15,117900
2017-02-14,19478.86,19501.01,19232.85,19238.98,142800
2017-02-15,19438.81,19495.62,19420.0,19437.98,142800
2017-02-16,19431.61,19431.61,19260.24,19347.53,137800
2017-02-17,19228.74,19275.39,19173.53,19234.62,143600
2017-02-20,19161.33,19274.75,19115.11,19251.08,98900
2017-02-21,19267.87,19395.35,19261.98,19381.44,100700
2017-02-22,19419.22,19419.22,19329.28,19379.87,156700
2017-02-23,19379.92,19379.92,19262.63,19371.46,140800
2017-02-24,19232.11,19381.1,19219.58,19283.54,148900
2017-02-27,19130.51,19178.99,18995.55,19107.47,124200
2017-02-28,19194.68,19267.99,19118.99,19118.99,132900
2017-03-01,19226.94,19414.55,19164.62,19393.54,132300
2017-03-02,19624.82,19668.01,19564.8,19564.8,146200
2017-03-03,19551.34,19587.79,19392.75,19469.17,111000
2017-03-06,19409.18,19411.54,19340.32,19379.14,88000
2017-03-07,19337.19,19375.09,19317.1,19344.15,98800
2017-03-08,19308.53,19326.4,19198.78,19254.03,103200
2017-03-09,19343.06,19350.2,19262.98,19318.58,101100
2017-03-10,19444.71,19623.72,19427.81,19604.61,155300
2017-03-13,19545.74,19656.48,19531.51,19633.75,92600
2017-03-14,19634.29,19637.55,19599.62,19609.5,123300
2017-03-15,19528.75,19581.53,19503.74,19577.38,115700
2017-03-16,19458.7,19618.99,19454.17,19590.14,122500
2017-03-17,19510.89,19547.51,19487.92,19521.59,137100
2017-03-21,19416.55,19485.14,19337.22,19455.88,101700
2017-03-22,19146.62,19183.27,19026.53,19041.38,136600
2017-03-23,19048.84,19105.11,18973.75,19085.31,121000
2017-03-24,19066.35,19296.05,19060.64,19262.53,127700
2017-03-27,18985.59,18985.59,18985.59,18985.59,120800
2017-03-28,19159.07,19203.64,19113.44,19202.87,122300
2017-03-29,19216.78,19251.3,19164.61,19217.48,115100
2017-03-30,19150.82,19218.08,19043.48,19063.22,124500
2017-03-31,19170.42,19210.92,18909.26,18909.26,149200
2017-04-03,18988.0,19068.62,18920.52,18983.23,134200
2017-04-04,18933.82,18947.33,18703.63,18810.25,146900
2017-04-05,18900.7,18941.94,18773.94,18861.27,121600
2017-04-06,18754.37,18797.44,18532.65,18597.06,133600
2017-04-07,18714.98,18785.73,18517.43,18664.63,161600
2017-04-10,18800.22,18850.8,18762.7,18797.88,111300
2017-04-11,18717.55,18767.7,18661.86,18747.87,105100
2017-04-12,18592.1,18602.5,18460.59,18552.61,116300
2017-04-13,18391.72,18455.25,18304.72,18426.84,123700
2017-04-14,18531.91,18531.91,18285.73,18335.63,0
2017-04-17,18239.84,18361.44,18224.68,18355.26,0
2017-04-18,18497.38,18547.46,18362.73,18418.59,93300
2017-04-19,18327.33,18467.73,18327.33,18432.2,120800
2017-04-20,18446.39,18523.4,18420.82,18430.49,116900
2017-04-21,18591.82,18648.28,18542.42,18620.75,113200
2017-04-24,18890.38,18910.33,18840.13,18875.88,98100
2017-04-25,18872.56,19109.76,18867.19,19079.33,118000
2017-04-26,19184.92,19289.43,19170.86,19289.43,129400
2017-04-27,19205.59,19281.7,19199.59,19251.87,116700
2017-04-28,19240.65,19264.57,19164.68,19196.74,117800
2017-05-01,19154.03,19311.21,19144.62,19310.52,106500
2017-05-02,19335.72,19464.3,19335.02,19445.7,112700
2017-05-08,19709.01,19929.48,19705.13,19895.7,148700
2017-05-09,19915.64,19917.45,19838.71,19843.0,123500
2017-05-10,19890.56,19938.53,19866.3,19900.09,129000
2017-05-11,19943.95,19989.94,19906.35,19961.55,136400
2017-05-12,19941.64,19941.64,19809.91,19883.9,136800
2017-05-15,19753.46,19869.85,19740.63,19869.85,128300
2017-05-16,19953.06,19998.49,19862.41,19919.82,131100
2017-05-17,19806.78,19842.78,19764.63,19814.88,118100
2017-05-18,19556.99,19601.53,19449.73,19553.86,135700
2017-05-19,19591.41,19628.64,19497.29,19590.76,115600
2017-05-22,19670.48,19722.93,19618.73,19678.28,78500
2017-05-23,19647.74,19693.02,19585.54,19613.28,83400
2017-05-24,19777.56,19782.81,19690.1,19742.98,101300
2017-05-25,19737.21,19850.93,19720.12,19813.13,95100
2017-05-26,19798.49,19801.59,19686.49,19686.84,84500
2017-05-29,19697.18,19736.62,19627.19,19682.57,67300
2017-05-30,19681.11,19691.44,19570.13,19677.85,72600
2017-05-31,19630.33,19673.51,19589.25,19650.57,125100
2017-06-01,19692.16,19887.66,19686.32,19860.03,103500
2017-06-02,19970.23,20239.81,19967.0,20177.28,150400
2017-06-05,20135.42,20224.54,20104.13,20170.82,99100
2017-06-06,20122.26,20152.95,19948.02,19979.9,102000
2017-06-07,19951.68,20023.24,19908.07,19984.62,99200
2017-06-08,20048.28,20061.22,19896.35,19909.26,125300
2017-06-09,19953.06,20096.01,19927.07,20013.26,145300
2017-06-12,19920.77,19949.07,19837.64,19908.58,112100
2017-06-13,19859.81,19929.03,19850.86,19898.75,97200
2017-06-14,19974.56,20009.93,19879.6,19883.52,92900
2017-06-15,19815.54,19963.36,19755.34,19831.82,107000
2017-06-16,19931.15,20015.16,19884.8,19943.26,135300
2017-06-19,19974.3,20087.71,19949.88,20067.75,79700
2017-06-20,20234.12,20318.11,20227.29,20230.41,99300
2017-06-21,20192.16,20215.11,20117.79,20138.79,94900
2017-06-22,20154.38,20191.42,20107.89,20110.51,84600
2017-06-23,20152.58,20152.58,20089.54,20132.67,80500
2017-06-26,20132.81,20196.38,20119.04,20153.35,77000
2017-06-27,20229.12,20250.1,20185.19,20225.09,90300
2017-06-28,20149.2,20224.3,20110.49,20130.41,115500
2017-06-29,20260.87,20266.59,20197.38,20220.3,118800
2017-06-30,20025.63,20044.01,19946.51,20033.43,116600
2017-07-03,20056.32,20096.14,20030.61,20055.8,83400
2017-07-04,20192.27,20197.16,19971.53,20032.35,100300
2017-07-05,20015.07,20087.01,19888.9,20081.63,94600
2017-07-06,20061.68,20078.88,19947.63,19994.06,92700
2017-07-07,19856.65,19979.93,19856.65,19929.09,91900
2017-07-10,20070.44,20127.76,20023.03,20080.98,85700
2017-07-11,20073.86,20200.88,20070.67,20195.48,77300
2017-07-12,20137.22,20153.04,20061.16,20098.38,81400
2017-07-13,20177.28,20183.8,20062.27,20099.81,90500
2017-07-14,20157.92,20163.67,20101.71,20118.86,83100
2017-07-18,20074.41,20081.29,19943.14,19999.91,93400
2017-07-19,19970.78,20032.46,19947.26,20020.86,81200
2017-07-20,20046.9,20157.11,20032.23,20144.59,80800
2017-07-21,20089.86,20135.33,20081.91,20099.75,78700
2017-07-24,19973.67,20002.54,19901.88,19975.67,81300
2017-07-25,19979.56,20036.31,19941.61,19955.2,70100
2017-07-26,20098.14,20116.0,20016.58,20050.16,85500
2017-07-27,20026.58,20176.39,20005.2,20079.64,89900
2017-07-28,20048.46,20056.16,19926.6,19959.84,108500
2017-07-31,19933.45,19983.9,19891.9,19925.18,140300
2017-08-01,19907.08,20000.46,19904.72,19985.79,110100
2017-08-02,20057.07,20113.73,20022.05,20080.04,95600
2017-08-03,20066.0,20070.16,19985.4,20029.26,89300
2017-08-04,19949.79,19984.51,19933.59,19952.33,76500
2017-08-07,20059.29,20085.9,20037.4,20055.89,75300
2017-08-08,20062.65,20076.8,19970.57,19996.01,80400
2017-08-09,19928.96,19945.28,19660.22,19738.71,104400
2017-08-10,19792.45,19829.88,19685.83,19729.74,104200
2017-08-14,19545.58,19598.41,19486.48,19537.1,108300
2017-08-15,19689.38,19824.12,19656.91,19753.31,90300
2017-08-16,19750.55,19776.86,19719.08,19729.28,69400
2017-08-17,19707.75,19739.04,19679.37,19702.63,71900
2017-08-18,19471.27,19543.13,19433.09,19470.41,95700
2017-08-21,19509.53,19509.53,19365.65,19393.13,75300
2017-08-22,19373.11,19437.25,19361.95,19383.84,70500
2017-08-23,19547.05,19561.32,19408.47,19434.64,78500
2017-08-24,19366.36,19428.55,19351.92,19353.77,75400
2017-08-25,19401.12,19485.97,19384.37,19452.61,70700
2017-08-28,19502.23,19535.5,19420.5,19449.9,69500
2017-08-29,19319.11,19371.9,19280.02,19362.55,75000
2017-08-30,19480.98,19538.23,19435.1,19506.54,91800
2017-08-31,19591.32,19687.99,19583.11,19646.24,97900
2017-09-01,19733.57,19735.96,19620.07,19691.47,79400
2017-09-04,19615.96,19628.4,19479.4,19508.25,71700
2017-09-05,19533.38,19542.78,19354.59,19385.81,77600
2017-09-06,19286.06,19371.38,19254.67,19357.97,88500
2017-09-07,19433.44,19482.72,19365.75,19396.52,81900
2017-09-08,19297.96,19357.49,19239.52,19274.82,106600
2017-09-11,19441.39,19567.03,19437.14,19545.77,78700
2017-09-12,19736.14,19792.06,19718.8,19776.62,89900
2017-09-13,19873.69,19888.84,19845.02,19865.82,84500
2017-09-14,19860.37,19918.39,19793.85,19807.44,93700
2017-09-15,19793.8,19933.4,19787.65,19909.5,111900
2017-09-19,20128.18,20320.78,20122.0,20299.38,120900
2017-09-20,20301.33,20339.37,20272.82,20310.46,100400
2017-09-21,20456.5,20481.27,20332.69,20347.48,115900
2017-09-22,20413.61,20417.07,20249.24,20296.45,95400
2017-09-25,20439.43,20454.29,20367.03,20397.58,82800
2017-09-26,20349.26,20385.5,20303.98,20330.19,95000
2017-09-27,20269.82,20278.09,20213.66,20267.05,63600
2017-09-28,20398.63,20399.87,20299.68,20363.11,84000
2017-09-29,20315.34,20370.33,20285.06,20356.28,85100
2017-10-02,20400.51,20411.33,20363.28,20400.78,67600
2017-10-03,20475.25,20628.38,20438.17,20614.07,72800
2017-10-04,20660.81,20689.08,20592.18,20626.66,73500
2017-10-05,20650.71,20667.47,20602.26,20628.56,57300
2017-10-06,20716.85,20721.15,20659.15,20690.71,75900
2017-10-10,20680.54,20823.66,20663.08,20823.51,78300
2017-10-11,20803.71,20898.41,20788.12,20881.27,80200
2017-10-12,20958.18,20994.4,20917.04,20954.72,80400
2017-10-13,20959.66,21211.29,20933.0,21155.18,110500
2017-10-16,21221.27,21347.07,21187.93,21255.56,102300
2017-10-17,21352.17,21393.96,21230.67,21336.12,92400
2017-10-18,21374.66,21402.76,21317.67,21363.05,72700
2017-10-19,21450.04,21503.85,21381.52,21448.52,84600
2017-10-20,21390.95,21489.26,21363.1,21457.64,85700
2017-10-23,21709.3,21723.6,21614.51,21696.65,87400
2017-10-24,21670.0,21805.17,21646.52,21805.17,88200
2017-10-25,21900.13,21921.36,21648.35,21707.62,122000
2017-10-26,21698.95,21793.62,21688.56,21739.78,82600
2017-10-27,21903.27,22016.5,21815.72,22008.45,120400
2017-10-30,22047.95,22086.88,21921.24,22011.67,135600
2017-10-31,21897.29,22020.38,21840.07,22011.61,102400
2017-11-01,22144.92,22455.92,22130.03,22420.08,112600
2017-11-02,22512.18,22540.25,22400.01,22539.12,105700
2017-11-03,22512.18,22540.25,22400.01,22539.12,0
2017-11-06,22612.96,22644.68,22435.34,22548.35,111900
2017-11-07,22518.75,22953.18,22512.91,22937.6,107800
2017-11-08,22849.91,22922.8,22759.07,22913.82,100200
2017-11-09,22989.44,23382.15,22522.83,22868.71,160400
2017-11-10,22580.7,22724.39,22511.93,22681.42,106600
2017-11-13,22607.56,22607.92,22380.99,22380.99,80700
2017-11-14,22342.93,22532.3,22323.24,22380.01,95900
2017-11-15,22250.98,22305.24,22004.79,22028.32,120600
2017-11-16,21975.23,22392.13,21972.34,22351.12,96600
2017-11-17,22603.3,22757.4,22319.12,22396.8,113700
2017-11-20,22279.98,22410.24,22215.07,22261.76,71700
2017-11-21,22456.79,22563.25,22416.48,22416.48,76100
2017-11-22,22601.55,22677.34,22513.44,22523.15,81100
2017-11-24,22390.14,22567.2,22381.01,22550.85,64800
2017-11-27,22657.08,22659.33,22423.4,22495.99,66600
2017-11-28,22474.74,22580.99,22363.94,22486.24,76800
2017-11-29,22613.96,22643.93,22537.12,22597.2,90700
2017-11-30,22601.83,22748.32,22502.68,22724.96,140700
2017-12-01,22916.93,22994.31,22675.07,22819.03,89700
2017-12-04,22843.53,22864.33,22693.99,22707.16,68900
2017-12-05,22595.33,22682.71,22522.28,22622.38,75900
2017-12-06,22525.38,22528.21,22119.21,22177.04,97300
2017-12-07,22317.15,22515.24,22317.15,22498.03,79500
2017-12-08,22627.95,22819.71,22625.41,22811.08,106900
2017-12-11,22894.3,22938.73,22787.4,22938.73,69500
2017-12-12,22936.41,22994.33,22834.89,22866.17,86100
2017-12-13,22879.27,22879.37,22697.32,22758.07,91400
2017-12-14,22699.3,22786.61,22638.76,22694.45,85100
2017-12-15,22621.36,22745.09,22478.32,22553.22,99400
2017-12-18,22770.44,22927.5,22735.2,22901.77,85200
2017-12-19,22961.47,22990.42,22862.82,22868.0,70500
2017-12-20,22834.93,22923.5,22806.73,22891.72,92400
2017-12-21,22852.01,22894.95,22728.06,22866.1,73000
2017-12-22,22850.73,22908.84,22801.16,22902.76,77800
2017-12-25,22909.41,22948.83,22870.19,22939.18,0
2017-12-26,22922.95,22950.15,22877.63,22892.69,46400
2017-12-27,22854.39,22936.16,22854.39,22911.21,47200
2017-12-28,22912.05,22954.45,22736.43,22783.98,50300
2017-12-29,22831.49,22881.21,22753.2,22764.94,46500
2018-01-04,23073.73,23506.33,23065.2,23506.33,102200
2018-01-05,23643.0,23730.47,23520.52,23714.53,101900
2018-01-09,23948.97,23952.61,23789.03,23849.99,94100
2018-01-10,23832.81,23864.76,23755.45,23788.2,88800
2018-01-11,23656.39,23734.97,23601.84,23710.43,83700
2018-01-12,23719.66,23743.05,23588.07,23653.82,93700
2018-01-15,23827.98,23833.27,23685.02,23714.88,75400
2018-01-16,23721.17,23962.07,23701.83,23951.81,68500
2018-01-17,23783.42,23891.63,23739.17,23868.34,82200
2018-01-18,24078.93,24084.42,23699.47,23763.37,99400
2018-01-19,23854.11,23872.69,23735.61,23808.06,71800
2018-01-22,23797.84,23816.33,23697.81,23816.33,65200
2018-01-23,23924.4,24129.34,23916.02,24124.15,73400
2018-01-24,24026.43,24072.77,23917.14,23940.78,79900
2018-01-25,23750.65,23828.4,23649.03,23669.49,81500
2018-01-26,23757.34,23797.96,23592.28,23631.88,87200
2018-01-29,23707.14,23787.23,23580.17,23629.34,68800
2018-01-30,23559.33,23581.98,23233.37,23291.97,88800
2018-01-31,23205.23,23375.38,23092.85,23098.29,99800
2018-02-01,23276.1,23492.77,23211.12,23486.11,101800
2018-02-02,23361.67,23367.96,23122.45,23274.53,98600
2018-02-05,22921.16,22967.69,22659.43,22682.08,107600
2018-02-06,22267.0,22277.45,21078.71,21610.24,190100
2018-02-07,22001.29,22353.87,21627.13,21645.37,143500
2018-02-08,21721.57,21977.03,21649.7,21890.86,104700
2018-02-09,21507.74,21510.3,21119.01,21382.62,127600
2018-02-13,21633.34,21679.2,21211.53,21244.68,114700
2018-02-14,21251.24,21371.01,20950.15,21154.17,103900
2018-02-15,21384.1,21578.99,21308.92,21464.98,86400
2018-02-16,21555.99,21866.37,21499.88,21720.25,77800
2018-02-19,21903.66,22152.85,21858.33,22149.21,68500
2018-02-20,22054.32,22063.87,21831.45,21925.1,67500
2018-02-21,21942.42,22130.58,21836.73,21970.81,77900
2018-02-22,21789.88,21799.4,21626.85,21736.44,77300
2018-02-23,21789.72,21903.39,21741.63,21892.78,64600
2018-02-26,22134.64,22226.53,22040.87,22153.63,64600
2018-02-27,22391.67,22502.05,22325.07,22389.86,74300
2018-02-28,22292.53,22380.28,22068.24,22068.24,88800
2018-03-01,21901.13,21901.13,21645.22,21724.47,90300
2018-03-02,21339.98,21366.09,21088.96,21181.64,97100
2018-03-05,21047.81,21164.38,20937.26,21042.09,87200
2018-03-06,21390.2,21551.14,21381.42,21417.76,76400
2018-03-07,21261.96,21484.08,21201.94,21252.72,87000
2018-03-08,21488.16,21488.16,21299.4,21368.07,72100
2018-03-09,21594.22,21884.45,21357.55,21469.2,110500
2018-03-12,21826.1,21971.16,21689.97,21824.03,70600
2018-03-13,21742.45,21968.1,21700.78,21968.1,68100
2018-03-14,21764.99,21881.09,21684.02,21777.29,65000
2018-03-15,21704.14,21825.97,21555.49,21803.95,65300
2018-03-16,21876.53,21879.28,21632.85,21676.51,75700
2018-03-19,21537.9,21659.04,21366.88,21480.9,67300
2018-03-20,21297.98,21384.86,21223.97,21380.97,66500
2018-03-22,21352.16,21592.0,21349.71,21591.99,82600
2018-03-23,21188.8,21188.8,20559.61,20617.86,121000
2018-03-26,20423.37,20766.1,20347.49,20766.1,97500
2018-03-27,20958.9,21317.32,20943.31,21317.32,101900
2018-03-28,20893.05,21031.31,20776.82,21031.31,88100
2018-03-29,21250.96,21298.57,20996.22,21159.08,78900
2018-03-30,21392.42,21512.8,21311.5,21454.3,63600
2018-04-02,21441.57,21597.47,21388.58,21388.58,47500
2018-04-03,21115.48,21333.5,21056.02,21292.29,63800
2018-04-04,21415.85,21415.85,21238.18,21319.55,75600
2018-04-05,21541.18,21737.66,21462.1,21645.42,80700
2018-04-06,21633.73,21742.84,21550.42,21567.52,74400
2018-04-09,21534.33,21737.09,21517.77,21678.26,62100
2018-04-10,21599.67,21933.99,21542.37,21794.32,74700
2018-04-11,21819.09,21837.36,21687.1,21687.1,69500
2018-04-12,21657.87,21719.43,21591.39,21660.28,58400
2018-04-13,21801.41,21917.35,21746.69,21778.74,73100
2018-04-16,21843.55,21879.69,21775.61,21835.53,53400
2018-04-17,21801.83,21889.89,21772.42,21847.59,57400
2018-04-18,21929.01,22194.11,21914.96,22158.2,70400
2018-04-19,22231.86,22360.65,22176.86,22191.18,79700
2018-04-20,22148.22,22261.35,22076.63,22162.24,69600
2018-04-23,22157.88,22204.86,22065.52,22088.04,64000
2018-04-24,22228.82,22304.69,22149.59,22278.12,76500
2018-04-25,22118.62,22228.78,22080.76,22215.32,73300
2018-04-26,22278.77,22381.66,22265.2,22319.61,72800
2018-04-27,22466.66,22495.56,22357.53,22467.87,89100
2018-05-01,22453.42,22519.45,22411.43,22508.03,89900
2018-05-02,22568.19,22568.19,22426.55,22472.78,70700
2018-05-07,22513.22,22513.48,22350.91,22467.16,69000
2018-05-08,22440.65,22566.68,22423.23,22508.69,77000
2018-05-09,22463.01,22478.64,22364.75,22408.88,86000
2018-05-10,22482.51,22530.64,22418.75,22497.18,73300
2018-05-11,22573.95,22769.16,22545.47,22758.48,80200
2018-05-14,22705.3,22894.76,22683.64,22865.86,68900
2018-05-15,22889.47,22912.06,22805.72,22818.02,86400
2018-05-16,22730.12,22796.14,22695.84,22717.23,80200
2018-05-17,22820.62,22887.03,22799.16,22838.37,75600
2018-05-18,22907.2,22954.19,22867.3,22930.36,65300
2018-05-21,22937.58,23050.39,22935.31,23002.37,59100
2018-05-22,23025.95,23031.67,22952.87,22960.34,59400
2018-05-23,22868.79,22949.73,22649.85,22689.74,75000
2018-05-24,22621.29,22644.69,22366.6,22437.01,85600
2018-05-25,22380.22,22509.36,22318.15,22450.79,70400
2018-05-28,22488.95,22547.67,22410.91,22481.09,52900
2018-05-29,22431.95,22439.1,22240.39,22358.43,59800
2018-05-30,22051.97,22079.23,21931.65,22018.52,90500
2018-05-31,22163.4,22254.42,22098.0,22201.82,132400
2018-06-01,22126.25,22316.91,22098.04,22171.35,82500
2018-06-04,22365.09,22515.72,22355.83,22475.94,71900
2018-06-05,22552.17,22602.13,22470.04,22539.54,65800
2018-06-06,22520.31,22662.82,22498.59,22625.73,67900
2018-06-07,22748.72,22856.37,22732.18,22823.26,72200
2018-06-08,22799.38,22879.0,22694.5,22694.5,85200
2018-06-11,22686.95,22856.08,22667.3,22804.04,55700
2018-06-12,22977.22,23011.57,22797.73,22878.35,63900
2018-06-13,22896.17,22993.26,22895.31,22966.38,57000
2018-06-14,22842.96,22898.39,22738.61,22738.61,72100
2018-06-15,22883.24,22885.84,22770.38,22851.75,88500
2018-06-18,22806.57,22806.89,22601.13,22680.33,65000
2018-06-19,22565.92,22618.52,22278.48,22278.48,79400
2018-06-20,22338.53,22581.4,22167.16,22555.43,88900
2018-06-21,22523.28,22782.01,22491.08,22693.04,76000
2018-06-22,22456.45,22535.65,22414.18,22516.83,85900
2018-06-25,22543.56,22556.55,22312.79,22338.15,60600
2018-06-26,22160.33,22368.78,22104.12,22342.0,71300
2018-06-27,22320.88,22356.54,22205.34,22271.77,65800
2018-06-28,22195.19,22299.39,22038.4,22270.39,70000
2018-06-29,22314.47,22332.82,22145.48,22304.51,67900
2018-07-02,22233.8,22312.25,21784.48,21811.93,67100
2018-07-03,21889.06,21927.81,21574.56,21785.54,76500
2018-07-04,21679.0,21784.0,21604.18,21717.04,62200
2018-07-05,21697.44,21751.5,21462.95,21546.99,66700
2018-07-06,21647.66,21866.16,21642.96,21788.14,71600
2018-07-09,21838.53,22105.95,21825.76,22052.18,61200
2018-07-10,22215.34,22321.6,22196.89,22196.89,90700
2018-07-11,22002.14,22044.62,21744.25,21932.21,74900
2018-07-12,22036.87,22233.52,22019.19,22187.96,64400
2018-07-13,22397.62,22692.86,22316.52,22597.35,72600
2018-07-16,22397.62,22692.86,22316.52,22597.35,0
2018-07-17,22605.73,22832.22,22575.42,22697.36,75800
2018-07-18,22917.52,22949.32,22794.19,22794.19,56500
2018-07-19,22871.62,22926.47,22761.87,22764.68,62400
2018-07-20,22734.56,22869.98,22541.35,22697.88,69700
2018-07-23,22480.33,22507.17,22341.87,22396.99,88000
2018-07-24,22555.05,22555.05,22416.23,22510.48,70400
2018-07-25,22594.28,22645.66,22547.14,22614.25,58700
2018-07-26,22711.59,22717.15,22549.77,22586.87,69600
2018-07-27,22646.48,22712.75,22593.2,22712.75,73200
2018-07-30,22613.3,22631.32,22518.94,22544.84,76200
2018-07-31,22472.12,22678.06,22352.21,22553.72,115400
2018-08-01,22642.18,22775.47,22615.98,22746.7,100800
2018-08-02,22676.73,22754.73,22464.81,22512.53,94500
2018-08-03,22585.54,22613.5,22490.57,22525.18,71700
2018-08-06,22536.05,22635.68,22486.74,22507.32,67000
2018-08-07,22514.31,22666.68,22499.05,22662.74,69400
2018-08-08,22666.56,22800.61,22610.29,22644.31,72800
2018-08-09,22591.54,22648.88,22497.99,22598.39,61800
2018-08-10,22606.91,22608.86,22272.69,22298.08,73900
2018-08-13,22117.57,22124.6,21851.32,21857.43,77800
